DATA,COD_MOEDA,TIPO,MOEDA,TAXA_COMPRA,TAXA_VENDA,PARIDADE_COMPRA,PARIDADE_VENDA
07/11/2022,642,A,TRY,0.2738,0.2739,18.5797,18.5863
07/11/2022,660,A,PEN,1.2845,1.2936,3.9337,3.961
07/11/2022,665,A,BTN,0.06213,0.06218,81.843,81.898
07/11/2022,670,A,MRO,0.01417,0.01429,356.0,359.0
07/11/2022,671,A,MRU,0.1334,0.1347,37.7901,38.1501
07/11/2022,685,A,MOP,0.6284,0.6294,8.085,8.097
07/11/2022,706,A,ARS,0.03193,0.03194,159.33,159.35
07/11/2022,715,A,CLP,0.005542,0.005546,917.6,918.1
07/11/2022,720,A,COP,0.0009949,0.000997,5104.0,5114.0
07/11/2022,725,A,CUP,0.212,0.212,24.0,24.0
07/11/2022,730,A,DOP,0.0932,0.09404,54.11,54.59
07/11/2022,735,A,PHP,0.08709,0.08713,58.4,58.42
07/11/2022,741,A,MXN,0.2615,0.2617,19.4443,19.4548
07/11/2022,745,A,UYU,0.1275,0.1276,39.87,39.9
07/11/2022,760,A,MWK,0.004921,0.004994,1018.95,1033.95
07/11/2022,766,A,ZMW,0.3116,0.3126,16.28,16.33
07/11/2022,770,A,GTQ,0.649,0.6524,7.8,7.84
07/11/2022,775,A,MMK,0.002416,0.00243,2093.7,2106.3
07/11/2022,779,A,HRK,0.675,0.6758,7.5292,7.538
07/11/2022,780,A,LAK,0.0003,0.0003006,16930.0,16960.0
07/11/2022,785,A,ZAR,0.2875,0.2878,17.6838,17.6988
07/11/2022,795,A,CNY,0.7035,0.7041,7.2266,7.2326
07/11/2022,796,A,CNH,0.7027,0.7028,7.2401,7.2407
07/11/2022,800,A,QAR,1.3856,1.398,3.64,3.672
07/11/2022,805,A,OMR,13.2122,13.2206,0.3849,0.3851
07/11/2022,810,A,YER,0.02031,0.02036,249.98,250.48
07/11/2022,815,A,IRR,0.0001211,0.0001212,42000.0,42000.0
07/11/2022,820,A,SAR,1.3539,1.3543,3.7575,3.758
07/11/2022,825,A,KHR,0.001225,0.001231,4133.0,4153.0
07/11/2022,828,A,MYR,1.0732,1.074,4.738,4.741
07/11/2022,830,A,RUB,0.08173,0.08446,60.25,62.25
07/11/2022,831,A,BYN,2.0094,2.02,2.5191,2.5321
07/11/2022,835,A,TJS,0.4964,0.5013,10.15,10.25
07/11/2022,840,A,MUR,0.1132,0.114,44.65,44.95
07/11/2022,845,A,NPR,0.03881,0.03882,131.07,131.09
07/11/2022,850,A,SCR,0.3884,0.3885,13.0996,13.0997
07/11/2022,855,A,LKR,0.01386,0.01406,362.0,367.0
07/11/2022,860,A,INR,0.06213,0.06216,81.868,81.888
07/11/2022,865,A,IDR,0.0003239,0.000324,15705.0,15710.0
07/11/2022,870,A,MVR,0.3283,0.33,15.42,15.5
07/11/2022,875,A,PKR,0.02292,0.02303,221.0,222.0
07/11/2022,880,A,ILS,1.4344,1.437,3.5411,3.5471
07/11/2022,892,A,KGS,0.06053,0.06058,83.998,84.0523
07/11/2022,893,A,UZS,0.0004553,0.0004557,11166.04,11176.04
07/11/2022,905,A,BDT,0.04959,0.05004,101.7,102.6
07/11/2022,913,A,KZT,0.01094,0.01099,463.11,465.11
07/11/2022,915,A,MNT,0.001478,0.00151,3371.0,3443.0
07/11/2022,920,A,VUV,0.04137,0.04244,119.9,123.0
07/11/2022,930,A,KRW,0.003645,0.003647,1395.17,1396.03
07/11/2022,946,A,TZS,0.002177,0.002187,2327.0,2337.0
07/11/2022,950,A,KES,0.04179,0.04186,121.55,121.75
07/11/2022,955,A,UGX,0.001344,0.001348,3775.0,3785.0
07/11/2022,960,A,SOS,0.008895,0.009006,565.0,572.0
07/11/2022,975,A,PLN,1.0874,1.088,4.677,4.6792
07/11/2022,998,A,XAU,274.4337,274.466,1677.97,0.01854
